,image,subject,contrast,hemi,view
278,s15/SMA_imagine_rest.nii.gz.s15.lh_dorsal.png,s15,imagine_rest,lh,dorsal
279,s15/tstat01_turning_rest.nii.gz.s15.lh_lateral.png,s15,turning_rest,lh,lateral
280,s15/tstat03_imagine_rest.nii.gz.s15.rh_medial.png,s15,imagine_rest,rh,medial
281,s15/tstat01_turning_rest.nii.gz.s15.lh_medial.png,s15,turning_rest,lh,medial
282,s15/tstat03_imagine_rest.nii.gz.s15.lh_medial.png,s15,imagine_rest,lh,medial
283,s15/tstat01_turning_rest.nii.gz.s15.rh_medial.png,s15,turning_rest,rh,medial
284,s15/SMA_imagine_rest.nii.gz.s15.lh_medial.png,s15,imagine_rest,lh,medial
285,s15/SMA_imagine_rest.nii.gz.s15.rh_medial.png,s15,imagine_rest,rh,medial
286,s16/SMA_imagine_rest.nii.gz.s16.lh_lateral.png,s16,imagine_rest,lh,lateral
287,s16/tstat01_turning_rest.nii.gz.s16.lh_lateral.png,s16,turning_rest,lh,lateral
288,s16/tstat04_turning_walking.nii.gz.s16.rh_lateral.png,s16,turning_walking,rh,lateral
289,s16/tstat03_imagine_rest.nii.gz.s16.rh_lateral.png,s16,imagine_rest,rh,lateral
290,s16/tstat04_turning_walking.nii.gz.s16.rh_medial.png,s16,turning_walking,rh,medial
291,s16/tstat04_turning_walking.nii.gz.s16.lh_medial.png,s16,turning_walking,lh,medial
292,s16/tstat02_walking_rest.nii.gz.s16.lh_lateral.png,s16,walking_rest,lh,lateral
293,s16/SMA_imagine_rest.nii.gz.s16.rh_lateral.png,s16,imagine_rest,rh,lateral
294,s16/tstat02_walking_rest.nii.gz.s16.lh_medial.png,s16,walking_rest,lh,medial
295,s16/tstat02_walking_rest.nii.gz.s16.rh_medial.png,s16,walking_rest,rh,medial
296,s16/tstat01_turning_rest.nii.gz.s16.rh_lateral.png,s16,turning_rest,rh,lateral
297,s16/tstat01_turning_rest.nii.gz.s16.rh_medial.png,s16,turning_rest,rh,medial
298,s16/tstat03_imagine_rest.nii.gz.s16.lh_medial.png,s16,imagine_rest,lh,medial
299,s16/tstat01_turning_rest.nii.gz.s16.lh_medial.png,s16,turning_rest,lh,medial
300,s16/tstat03_imagine_rest.nii.gz.s16.rh_medial.png,s16,imagine_rest,rh,medial
301,s16/tstat04_turning_walking.nii.gz.s16.lh_lateral.png,s16,turning_walking,lh,lateral
302,s16/SMA_imagine_rest.nii.gz.s16.lh_medial.png,s16,imagine_rest,lh,medial
303,s16/SMA_imagine_rest.nii.gz.s16.rh_medial.png,s16,imagine_rest,rh,medial
304,s16/tstat02_walking_rest.nii.gz.s16.rh_lateral.png,s16,walking_rest,rh,lateral
305,s16/SMA_imagine_rest.nii.gz.s16.rh_dorsal.png,s16,imagine_rest,rh,dorsal
306,s16/SMA_imagine_rest.nii.gz.s16.lh_dorsal.png,s16,imagine_rest,lh,dorsal
307,s16/tstat03_imagine_rest.nii.gz.s16.lh_lateral.png,s16,imagine_rest,lh,lateral
308,s17/tstat01_turning_rest.nii.gz.s17.rh_medial.png,s17,turning_rest,rh,medial
309,s17/tstat03_imagine_rest.nii.gz.s17.lh_medial.png,s17,imagine_rest,lh,medial
310,s17/tstat01_turning_rest.nii.gz.s17.lh_medial.png,s17,turning_rest,lh,medial
311,s17/tstat03_imagine_rest.nii.gz.s17.rh_medial.png,s17,imagine_rest,rh,medial
312,s17/SMA_imagine_rest.nii.gz.s17.lh_medial.png,s17,imagine_rest,lh,medial
313,s17/SMA_imagine_rest.nii.gz.s17.rh_medial.png,s17,imagine_rest,rh,medial
314,s17/SMA_imagine_rest.nii.gz.s17.lh_lateral.png,s17,imagine_rest,lh,lateral
315,s17/SMA_imagine_rest.nii.gz.s17.rh_dorsal.png,s17,imagine_rest,rh,dorsal
316,s17/SMA_imagine_rest.nii.gz.s17.lh_dorsal.png,s17,imagine_rest,lh,dorsal
317,s17/tstat01_turning_rest.nii.gz.s17.rh_lateral.png,s17,turning_rest,rh,lateral
318,s17/tstat04_turning_walking.nii.gz.s17.lh_lateral.png,s17,turning_walking,lh,lateral
319,s17/tstat04_turning_walking.nii.gz.s17.lh_medial.png,s17,turning_walking,lh,medial
320,s17/tstat04_turning_walking.nii.gz.s17.rh_medial.png,s17,turning_walking,rh,medial
321,s17/tstat02_walking_rest.nii.gz.s17.lh_medial.png,s17,walking_rest,lh,medial
322,s17/tstat02_walking_rest.nii.gz.s17.rh_medial.png,s17,walking_rest,rh,medial
323,s17/tstat02_walking_rest.nii.gz.s17.rh_lateral.png,s17,walking_rest,rh,lateral
324,s17/tstat03_imagine_rest.nii.gz.s17.lh_lateral.png,s17,imagine_rest,lh,lateral
325,s17/SMA_imagine_rest.nii.gz.s17.rh_lateral.png,s17,imagine_rest,rh,lateral
326,s17/tstat04_turning_walking.nii.gz.s17.rh_lateral.png,s17,turning_walking,rh,lateral
327,s17/tstat01_turning_rest.nii.gz.s17.lh_lateral.png,s17,turning_rest,lh,lateral
328,s17/tstat03_imagine_rest.nii.gz.s17.rh_lateral.png,s17,imagine_rest,rh,lateral
329,s17/tstat02_walking_rest.nii.gz.s17.lh_lateral.png,s17,walking_rest,lh,lateral
330,s18/tstat02_walking_rest.nii.gz.s18.rh_lateral.png,s18,walking_rest,rh,lateral
331,s18/tstat03_imagine_rest.nii.gz.s18.lh_lateral.png,s18,imagine_rest,lh,lateral
332,s18/tstat04_turning_walking.nii.gz.s18.rh_lateral.png,s18,turning_walking,rh,lateral
333,s18/tstat01_turning_rest.nii.gz.s18.rh_lateral.png,s18,turning_rest,rh,lateral
334,s18/SMA_imagine_rest.nii.gz.s18.rh_lateral.png,s18,imagine_rest,rh,lateral
335,s18/SMA_imagine_rest.nii.gz.s18.rh_dorsal.png,s18,imagine_rest,rh,dorsal
336,s18/SMA_imagine_rest.nii.gz.s18.lh_dorsal.png,s18,imagine_rest,lh,dorsal
337,s18/tstat03_imagine_rest.nii.gz.s18.lh_medial.png,s18,imagine_rest,lh,medial
338,s18/tstat01_turning_rest.nii.gz.s18.rh_medial.png,s18,turning_rest,rh,medial
339,s18/tstat03_imagine_rest.nii.gz.s18.rh_medial.png,s18,imagine_rest,rh,medial
340,s18/tstat01_turning_rest.nii.gz.s18.lh_medial.png,s18,turning_rest,lh,medial
341,s18/tstat03_imagine_rest.nii.gz.s18.rh_lateral.png,s18,imagine_rest,rh,lateral
342,s18/SMA_imagine_rest.nii.gz.s18.lh_medial.png,s18,imagine_rest,lh,medial
343,s18/SMA_imagine_rest.nii.gz.s18.rh_medial.png,s18,imagine_rest,rh,medial
344,s18/tstat02_walking_rest.nii.gz.s18.lh_lateral.png,s18,walking_rest,lh,lateral
345,s18/tstat02_walking_rest.nii.gz.s18.lh_medial.png,s18,walking_rest,lh,medial
346,s18/tstat02_walking_rest.nii.gz.s18.rh_medial.png,s18,walking_rest,rh,medial
347,s18/tstat04_turning_walking.nii.gz.s18.lh_lateral.png,s18,turning_walking,lh,lateral
348,s18/tstat04_turning_walking.nii.gz.s18.rh_medial.png,s18,turning_walking,rh,medial
349,s18/tstat04_turning_walking.nii.gz.s18.lh_medial.png,s18,turning_walking,lh,medial
350,s18/SMA_imagine_rest.nii.gz.s18.lh_lateral.png,s18,imagine_rest,lh,lateral
351,s18/tstat01_turning_rest.nii.gz.s18.lh_lateral.png,s18,turning_rest,lh,lateral
352,s19/tstat01_turning_rest.nii.gz.s19.rh_lateral.png,s19,turning_rest,rh,lateral
353,s19/tstat04_turning_walking.nii.gz.s19.lh_lateral.png,s19,turning_walking,lh,lateral
354,s19/tstat03_imagine_rest.nii.gz.s19.lh_lateral.png,s19,imagine_rest,lh,lateral
355,s19/SMA_imagine_rest.nii.gz.s19.lh_dorsal.png,s19,imagine_rest,lh,dorsal
356,s19/SMA_imagine_rest.nii.gz.s19.rh_dorsal.png,s19,imagine_rest,rh,dorsal
357,s19/tstat02_walking_rest.nii.gz.s19.rh_lateral.png,s19,walking_rest,rh,lateral
358,s19/SMA_imagine_rest.nii.gz.s19.rh_lateral.png,s19,imagine_rest,rh,lateral
359,s19/SMA_imagine_rest.nii.gz.s19.rh_medial.png,s19,imagine_rest,rh,medial
360,s19/SMA_imagine_rest.nii.gz.s19.lh_medial.png,s19,imagine_rest,lh,medial
361,s19/tstat04_turning_walking.nii.gz.s19.lh_medial.png,s19,turning_walking,lh,medial
362,s19/tstat04_turning_walking.nii.gz.s19.rh_medial.png,s19,turning_walking,rh,medial
363,s19/tstat04_turning_walking.nii.gz.s19.rh_lateral.png,s19,turning_walking,rh,lateral
364,s19/tstat01_turning_rest.nii.gz.s19.lh_lateral.png,s19,turning_rest,lh,lateral
365,s19/tstat03_imagine_rest.nii.gz.s19.rh_medial.png,s19,imagine_rest,rh,medial
366,s19/tstat01_turning_rest.nii.gz.s19.lh_medial.png,s19,turning_rest,lh,medial
367,s19/tstat03_imagine_rest.nii.gz.s19.lh_medial.png,s19,imagine_rest,lh,medial
368,s19/tstat01_turning_rest.nii.gz.s19.rh_medial.png,s19,turning_rest,rh,medial
369,s19/SMA_imagine_rest.nii.gz.s19.lh_lateral.png,s19,imagine_rest,lh,lateral
370,s19/tstat02_walking_rest.nii.gz.s19.lh_lateral.png,s19,walking_rest,lh,lateral
371,s19/tstat03_imagine_rest.nii.gz.s19.rh_lateral.png,s19,imagine_rest,rh,lateral
372,s19/tstat02_walking_rest.nii.gz.s19.rh_medial.png,s19,walking_rest,rh,medial
373,s19/tstat02_walking_rest.nii.gz.s19.lh_medial.png,s19,walking_rest,lh,medial
374,s20/tstat04_turning_walking.nii.gz.s20.lh_lateral.png,s20,turning_walking,lh,lateral
375,s20/SMA_imagine_rest.nii.gz.s20.lh_dorsal.png,s20,imagine_rest,lh,dorsal
376,s20/tstat02_walking_rest.nii.gz.s20.rh_medial.png,s20,walking_rest,rh,medial
377,s20/SMA_imagine_rest.nii.gz.s20.rh_dorsal.png,s20,imagine_rest,rh,dorsal
378,s20/tstat02_walking_rest.nii.gz.s20.lh_medial.png,s20,walking_rest,lh,medial
379,s20/tstat01_turning_rest.nii.gz.s20.rh_lateral.png,s20,turning_rest,rh,lateral
380,s20/SMA_imagine_rest.nii.gz.s20.rh_lateral.png,s20,imagine_rest,rh,lateral
381,s20/SMA_imagine_rest.nii.gz.s20.rh_medial.png,s20,imagine_rest,rh,medial
382,s20/SMA_imagine_rest.nii.gz.s20.lh_medial.png,s20,imagine_rest,lh,medial
383,s20/tstat02_walking_rest.nii.gz.s20.rh_lateral.png,s20,walking_rest,rh,lateral
384,s20/tstat03_imagine_rest.nii.gz.s20.rh_medial.png,s20,imagine_rest,rh,medial
385,s20/tstat01_turning_rest.nii.gz.s20.lh_medial.png,s20,turning_rest,lh,medial
386,s20/tstat03_imagine_rest.nii.gz.s20.lh_medial.png,s20,imagine_rest,lh,medial
387,s20/tstat01_turning_rest.nii.gz.s20.rh_medial.png,s20,turning_rest,rh,medial
388,s20/tstat03_imagine_rest.nii.gz.s20.lh_lateral.png,s20,imagine_rest,lh,lateral
389,s20/SMA_imagine_rest.nii.gz.s20.lh_lateral.png,s20,imagine_rest,lh,lateral
390,s20/tstat01_turning_rest.nii.gz.s20.lh_lateral.png,s20,turning_rest,lh,lateral
391,s20/tstat04_turning_walking.nii.gz.s20.rh_lateral.png,s20,turning_walking,rh,lateral
392,s20/tstat04_turning_walking.nii.gz.s20.lh_medial.png,s20,turning_walking,lh,medial
393,s20/tstat04_turning_walking.nii.gz.s20.rh_medial.png,s20,turning_walking,rh,medial
394,s20/tstat03_imagine_rest.nii.gz.s20.rh_lateral.png,s20,imagine_rest,rh,lateral
395,s20/tstat02_walking_rest.nii.gz.s20.lh_lateral.png,s20,walking_rest,lh,lateral
396,s21/tstat02_walking_rest.nii.gz.s21.lh_lateral.png,s21,walking_rest,lh,lateral
397,s21/SMA_imagine_rest.nii.gz.s21.lh_medial.png,s21,imagine_rest,lh,medial
398,s21/tstat03_imagine_rest.nii.gz.s21.rh_lateral.png,s21,imagine_rest,rh,lateral
399,s21/SMA_imagine_rest.nii.gz.s21.rh_medial.png,s21,imagine_rest,rh,medial
400,s21/tstat04_turning_walking.nii.gz.s21.lh_lateral.png,s21,turning_walking,lh,lateral
401,s21/SMA_imagine_rest.nii.gz.s21.lh_lateral.png,s21,imagine_rest,lh,lateral
402,s21/SMA_imagine_rest.nii.gz.s21.rh_dorsal.png,s21,imagine_rest,rh,dorsal
403,s21/SMA_imagine_rest.nii.gz.s21.lh_dorsal.png,s21,imagine_rest,lh,dorsal
404,s21/tstat01_turning_rest.nii.gz.s21.lh_lateral.png,s21,turning_rest,lh,lateral
405,s21/tstat04_turning_walking.nii.gz.s21.rh_medial.png,s21,turning_walking,rh,medial
406,s21/tstat04_turning_walking.nii.gz.s21.lh_medial.png,s21,turning_walking,lh,medial
407,s21/tstat04_turning_walking.nii.gz.s21.rh_lateral.png,s21,turning_walking,rh,lateral
408,s21/tstat01_turning_rest.nii.gz.s21.rh_medial.png,s21,turning_rest,rh,medial
409,s21/tstat03_imagine_rest.nii.gz.s21.lh_medial.png,s21,imagine_rest,lh,medial
410,s21/tstat03_imagine_rest.nii.gz.s21.lh_lateral.png,s21,imagine_rest,lh,lateral
411,s21/tstat01_turning_rest.nii.gz.s21.lh_medial.png,s21,turning_rest,lh,medial
412,s21/tstat03_imagine_rest.nii.gz.s21.rh_medial.png,s21,imagine_rest,rh,medial
413,s21/tstat02_walking_rest.nii.gz.s21.rh_lateral.png,s21,walking_rest,rh,lateral
414,s21/SMA_imagine_rest.nii.gz.s21.rh_lateral.png,s21,imagine_rest,rh,lateral
415,s21/tstat01_turning_rest.nii.gz.s21.rh_lateral.png,s21,turning_rest,rh,lateral
416,s21/tstat02_walking_rest.nii.gz.s21.lh_medial.png,s21,walking_rest,lh,medial
417,s21/tstat02_walking_rest.nii.gz.s21.rh_medial.png,s21,walking_rest,rh,medial
418,s22/tstat01_turning_rest.nii.gz.s22.rh_lateral.png,s22,turning_rest,rh,lateral
419,s22/tstat04_turning_walking.nii.gz.s22.rh_medial.png,s22,turning_walking,rh,medial
420,s22/tstat04_turning_walking.nii.gz.s22.lh_medial.png,s22,turning_walking,lh,medial
421,s22/tstat01_turning_rest.nii.gz.s22.rh_medial.png,s22,turning_rest,rh,medial
422,s22/tstat03_imagine_rest.nii.gz.s22.lh_medial.png,s22,imagine_rest,lh,medial
423,s22/tstat01_turning_rest.nii.gz.s22.lh_medial.png,s22,turning_rest,lh,medial
424,s22/tstat03_imagine_rest.nii.gz.s22.rh_medial.png,s22,imagine_rest,rh,medial
425,s22/tstat03_imagine_rest.nii.gz.s22.lh_lateral.png,s22,imagine_rest,lh,lateral
426,s22/tstat02_walking_rest.nii.gz.s22.rh_lateral.png,s22,walking_rest,rh,lateral
427,s22/tstat02_walking_rest.nii.gz.s22.lh_medial.png,s22,walking_rest,lh,medial
428,s22/tstat02_walking_rest.nii.gz.s22.rh_medial.png,s22,walking_rest,rh,medial
429,s22/SMA_imagine_rest.nii.gz.s22.rh_lateral.png,s22,imagine_rest,rh,lateral
430,s22/tstat04_turning_walking.nii.gz.s22.rh_lateral.png,s22,turning_walking,rh,lateral
431,s22/tstat01_turning_rest.nii.gz.s22.lh_lateral.png,s22,turning_rest,lh,lateral
432,s22/tstat02_walking_rest.nii.gz.s22.lh_lateral.png,s22,walking_rest,lh,lateral
433,s22/tstat03_imagine_rest.nii.gz.s22.rh_lateral.png,s22,imagine_rest,rh,lateral
434,s22/SMA_imagine_rest.nii.gz.s22.lh_medial.png,s22,imagine_rest,lh,medial
435,s22/SMA_imagine_rest.nii.gz.s22.rh_medial.png,s22,imagine_rest,rh,medial
436,s22/tstat04_turning_walking.nii.gz.s22.lh_lateral.png,s22,turning_walking,lh,lateral
437,s22/SMA_imagine_rest.nii.gz.s22.lh_lateral.png,s22,imagine_rest,lh,lateral
438,s22/SMA_imagine_rest.nii.gz.s22.rh_dorsal.png,s22,imagine_rest,rh,dorsal
439,s22/SMA_imagine_rest.nii.gz.s22.lh_dorsal.png,s22,imagine_rest,lh,dorsal
440,s23/SMA_imagine_rest.nii.gz.s23.rh_dorsal.png,s23,imagine_rest,rh,dorsal
441,s23/SMA_imagine_rest.nii.gz.s23.lh_dorsal.png,s23,imagine_rest,lh,dorsal
442,s23/tstat04_turning_walking.nii.gz.s23.lh_lateral.png,s23,turning_walking,lh,lateral
443,s23/tstat01_turning_rest.nii.gz.s23.lh_lateral.png,s23,turning_rest,lh,lateral
444,s23/SMA_imagine_rest.nii.gz.s23.lh_medial.png,s23,imagine_rest,lh,medial
445,s23/SMA_imagine_rest.nii.gz.s23.rh_medial.png,s23,imagine_rest,rh,medial
446,s23/tstat02_walking_rest.nii.gz.s23.lh_lateral.png,s23,walking_rest,lh,lateral
447,s23/tstat03_imagine_rest.nii.gz.s23.rh_lateral.png,s23,imagine_rest,rh,lateral
448,s23/SMA_imagine_rest.nii.gz.s23.lh_lateral.png,s23,imagine_rest,lh,lateral
449,s23/tstat01_turning_rest.nii.gz.s23.rh_lateral.png,s23,turning_rest,rh,lateral
450,s23/tstat04_turning_walking.nii.gz.s23.rh_lateral.png,s23,turning_walking,rh,lateral
451,s23/tstat02_walking_rest.nii.gz.s23.rh_medial.png,s23,walking_rest,rh,medial
452,s23/tstat02_walking_rest.nii.gz.s23.lh_medial.png,s23,walking_rest,lh,medial
453,s23/tstat03_imagine_rest.nii.gz.s23.lh_lateral.png,s23,imagine_rest,lh,lateral
454,s23/tstat02_walking_rest.nii.gz.s23.rh_lateral.png,s23,walking_rest,rh,lateral
455,s23/SMA_imagine_rest.nii.gz.s23.rh_lateral.png,s23,imagine_rest,rh,lateral
456,s23/tstat04_turning_walking.nii.gz.s23.lh_medial.png,s23,turning_walking,lh,medial
457,s23/tstat01_turning_rest.nii.gz.s23.lh_medial.png,s23,turning_rest,lh,medial
458,s23/tstat03_imagine_rest.nii.gz.s23.rh_medial.png,s23,imagine_rest,rh,medial
459,s23/tstat04_turning_walking.nii.gz.s23.rh_medial.png,s23,turning_walking,rh,medial
460,s23/tstat01_turning_rest.nii.gz.s23.rh_medial.png,s23,turning_rest,rh,medial
461,s23/tstat03_imagine_rest.nii.gz.s23.lh_medial.png,s23,imagine_rest,lh,medial
462,s24/tstat01_turning_rest.nii.gz.s24.rh_medial.png,s24,turning_rest,rh,medial
463,s24/tstat03_imagine_rest.nii.gz.s24.lh_medial.png,s24,imagine_rest,lh,medial
464,s24/tstat01_turning_rest.nii.gz.s24.lh_medial.png,s24,turning_rest,lh,medial
465,s24/tstat03_imagine_rest.nii.gz.s24.rh_medial.png,s24,imagine_rest,rh,medial
466,s24/SMA_imagine_rest.nii.gz.s24.rh_lateral.png,s24,imagine_rest,rh,lateral
467,s24/tstat02_walking_rest.nii.gz.s24.rh_lateral.png,s24,walking_rest,rh,lateral
468,s24/tstat03_imagine_rest.nii.gz.s24.lh_lateral.png,s24,imagine_rest,lh,lateral
469,s24/tstat02_walking_rest.nii.gz.s24.lh_medial.png,s24,walking_rest,lh,medial
470,s24/tstat02_walking_rest.nii.gz.s24.rh_medial.png,s24,walking_rest,rh,medial
471,s24/tstat04_turning_walking.nii.gz.s24.rh_lateral.png,s24,turning_walking,rh,lateral
472,s24/tstat01_turning_rest.nii.gz.s24.rh_lateral.png,s24,turning_rest,rh,lateral
473,s24/SMA_imagine_rest.nii.gz.s24.lh_lateral.png,s24,imagine_rest,lh,lateral
474,s24/SMA_imagine_rest.nii.gz.s24.lh_dorsal.png,s24,imagine_rest,lh,dorsal
475,s24/SMA_imagine_rest.nii.gz.s24.rh_dorsal.png,s24,imagine_rest,rh,dorsal
476,s24/tstat03_imagine_rest.nii.gz.s24.rh_lateral.png,s24,imagine_rest,rh,lateral
477,s24/tstat02_walking_rest.nii.gz.s24.lh_lateral.png,s24,walking_rest,lh,lateral
478,s24/SMA_imagine_rest.nii.gz.s24.rh_medial.png,s24,imagine_rest,rh,medial
479,s24/SMA_imagine_rest.nii.gz.s24.lh_medial.png,s24,imagine_rest,lh,medial
480,s24/tstat04_turning_walking.nii.gz.s24.lh_lateral.png,s24,turning_walking,lh,lateral
481,s24/tstat01_turning_rest.nii.gz.s24.lh_lateral.png,s24,turning_rest,lh,lateral
482,s24/tstat04_turning_walking.nii.gz.s24.lh_medial.png,s24,turning_walking,lh,medial
483,s24/tstat04_turning_walking.nii.gz.s24.rh_medial.png,s24,turning_walking,rh,medial
484,s25/tstat01_turning_rest.nii.gz.s25.rh_lateral.png,s25,turning_rest,rh,lateral
485,s25/tstat02_walking_rest.nii.gz.s25.rh_medial.png,s25,walking_rest,rh,medial
486,s25/tstat02_walking_rest.nii.gz.s25.lh_medial.png,s25,walking_rest,lh,medial
487,s25/SMA_imagine_rest.nii.gz.s25.rh_lateral.png,s25,imagine_rest,rh,lateral
488,s25/tstat03_imagine_rest.nii.gz.s25.lh_lateral.png,s25,imagine_rest,lh,lateral
489,s25/tstat02_walking_rest.nii.gz.s25.rh_lateral.png,s25,walking_rest,rh,lateral
490,s25/tstat04_turning_walking.nii.gz.s25.rh_lateral.png,s25,turning_walking,rh,lateral
491,s25/tstat03_imagine_rest.nii.gz.s25.rh_medial.png,s25,imagine_rest,rh,medial
492,s25/tstat01_turning_rest.nii.gz.s25.lh_medial.png,s25,turning_rest,lh,medial
493,s25/tstat03_imagine_rest.nii.gz.s25.lh_medial.png,s25,imagine_rest,lh,medial
494,s25/tstat01_turning_rest.nii.gz.s25.rh_medial.png,s25,turning_rest,rh,medial
495,s25/SMA_imagine_rest.nii.gz.s25.lh_dorsal.png,s25,imagine_rest,lh,dorsal
496,s25/SMA_imagine_rest.nii.gz.s25.rh_dorsal.png,s25,imagine_rest,rh,dorsal
497,s25/tstat01_turning_rest.nii.gz.s25.lh_lateral.png,s25,turning_rest,lh,lateral
498,s25/SMA_imagine_rest.nii.gz.s25.rh_medial.png,s25,imagine_rest,rh,medial
499,s25/SMA_imagine_rest.nii.gz.s25.lh_medial.png,s25,imagine_rest,lh,medial
500,s25/SMA_imagine_rest.nii.gz.s25.lh_lateral.png,s25,imagine_rest,lh,lateral
501,s25/tstat04_turning_walking.nii.gz.s25.lh_lateral.png,s25,turning_walking,lh,lateral
502,s25/tstat02_walking_rest.nii.gz.s25.lh_lateral.png,s25,walking_rest,lh,lateral
503,s25/tstat04_turning_walking.nii.gz.s25.rh_medial.png,s25,turning_walking,rh,medial
504,s25/tstat04_turning_walking.nii.gz.s25.lh_medial.png,s25,turning_walking,lh,medial
505,s25/tstat03_imagine_rest.nii.gz.s25.rh_lateral.png,s25,imagine_rest,rh,lateral
